date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall
2020-03-31,USA,AK,,02,,,iso1:us#iso2:us-ak,133,2,189,6944,,,,,,,,,,13,0.029259896729776247,,1.7770608780047707,,1.098095124,0.43933609492000003,,,,3
2020-04-01,USA,AK,,02,,,iso1:us#iso2:us-ak,143,2,195,7549,,,,,,,,,,10,0.026654950205038077,,1.6403638873890192,,1.0589315128899999,0.44486815294000026,,,,2
2020-04-02,USA,AK,,02,,,iso1:us#iso2:us-ak,146,2,216,8081,,,,,,,,,,3,0.027964205816554812,,1.5036668967732676,,1.02316441757,0.43787271592,,,,2
2020-04-03,USA,AK,,02,,,iso1:us#iso2:us-ak,156,2,242,8685,,,,,,,,,,10,0.030039525691699598,,1.3864980476740518,,0.990535480836,0.4472918786240002,,,,2
2020-04-04,USA,AK,,02,,,iso1:us#iso2:us-ak,169,3,254,9045,,,,,,,,,,13,0.03139503139503139,,1.3083854816079081,,0.9604615820899999,0.44442645999999997,,,,2
2020-04-05,USA,AK,,02,,,iso1:us#iso2:us-ak,183,4,262,9321,,,,,,,,,,14,0.03295454545454546,,1.34744176464098,,0.932231317845,0.4525758353349999,,,,2
2020-04-06,USA,AK,,02,,,iso1:us#iso2:us-ak,189,4,275,9772,,,,,,,,,,6,0.033168460867035204,,1.34744176464098,,0.906116561366,0.454341013484,,,,2
2020-04-07,USA,AK,,02,,,iso1:us#iso2:us-ak,211,4,293,10264,,,,,,,,,,22,0.030373831775700938,,1.5231950382898034,,0.881480829072,0.44990573143799995,,,,1
2020-04-08,USA,AK,,02,,,iso1:us#iso2:us-ak,224,5,303,10652,,,,,,,,,,13,0.033634381812519466,,1.5817794628394113,,0.857798966091,0.456742096419,,,,1
2020-04-09,USA,AK,,02,,,iso1:us#iso2:us-ak,233,5,315,11212,,,,,,,,,,9,0.030650154798761608,,1.6989483119386268,,0.8347939421780001,0.46338307479200014,,,,1
2020-04-10,USA,AK,,02,,,iso1:us#iso2:us-ak,244,5,324,11817,,,,,,,,,,11,0.025513378967019287,,1.7184764534551629,,0.812450732145,0.4582859985750002,,,,1
2020-04-11,USA,AK,,02,,,iso1:us#iso2:us-ak,255,6,335,12177,,,,,,,,,,11,0.025210084033613446,,1.679420170422091,,0.790400300452,0.4588779072179999,,,,1
2020-04-12,USA,AK,,02,,,iso1:us#iso2:us-ak,270,6,340,12434,,,,,,,,,,15,0.02444374804136634,,1.6989483119386268,,0.768901988924,0.465083935196,,,,1
2020-04-13,USA,AK,,02,,,iso1:us#iso2:us-ak,275,6,350,12821,,,,,,,,,,5,0.02400768245838668,,1.679420170422091,,0.748160610663,0.47107145535700023,,,,1
2020-04-14,USA,AK,,02,,,iso1:us#iso2:us-ak,283,7,360,13197,,,,,,,,,,8,0.022333333333333334,,1.4060261891905879,,0.72826035293,0.47104266224000013,,,,1
2020-04-15,USA,AK,,02,,,iso1:us#iso2:us-ak,291,7,368,13737,,,,,,,,,,8,0.020634920634920638,,1.3083854816079081,,0.709318372826,0.47651074089400014,,,,1
2020-04-16,USA,AK,,02,,,iso1:us#iso2:us-ak,298,7,377,14220,,,,,,,,,,7,0.020195439739413682,,1.2693291985748363,,0.6916891895730001,0.48737335043700003,,,,1
2020-04-17,USA,AK,,02,,,iso1:us#iso2:us-ak,307,7,382,14716,,,,,,,,,,9,0.019614474129184985,,1.2302729155417642,,0.6760210664830001,0.4918963479770001,,,,1
2020-04-18,USA,AK,,02,,,iso1:us#iso2:us-ak,312,7,383,15112,,,,,,,,,,5,0.01609118337244385,,1.1131040664425487,,0.66249531067,0.5073479027400001,,,,1
2020-04-19,USA,AK,,02,,,iso1:us#iso2:us-ak,317,7,389,15402,,,,,,,,,,5,0.016241299303944315,,0.9178226512771893,,0.651246049753,0.5279157927269998,,,,0
2020-04-20,USA,AK,,02,,,iso1:us#iso2:us-ak,319,7,393,15932,,,,,,,,,,2,0.013633481293595434,,0.8592382267275814,,0.6424102462100001,0.5420134748899998,,,,0
2020-04-21,USA,AK,,02,,,iso1:us#iso2:us-ak,327,7,401,16680,,,,,,,,,,8,0.011634506242905789,,0.8592382267275814,,0.636094945657,0.5611570532030001,,,,0
2020-04-22,USA,AK,,02,,,iso1:us#iso2:us-ak,333,7,404,17434,,,,,,,,,,6,0.009643718189124031,,0.8201819436945096,,0.632320270596,0.579567216104,,,,0
2020-04-23,USA,AK,,02,,,iso1:us#iso2:us-ak,335,7,407,17994,,,,,,,,,,2,0.007886435331230283,,0.7225412361118299,,0.6309683721930001,0.6030514863270001,,,,0
2020-04-24,USA,AK,,02,,,iso1:us#iso2:us-ak,337,7,417,18766,,,,,,,,,,2,0.008567931456548349,,0.5858442454960783,,0.631977315036,0.6258542403840002,,,,0
2020-04-25,USA,AK,,02,,,iso1:us#iso2:us-ak,337,7,425,19364,,,,,,,,,,0,0.009781089892873776,,0.48820353791339854,,0.63491506013,0.64810019719,,,,0
2020-04-26,USA,AK,,02,,,iso1:us#iso2:us-ak,339,7,425,19966,,,,,,,,,,2,0.00911854103343465,,0.4296191133637907,,0.6396712451250001,0.669821215615,,,,0
2020-04-27,USA,AK,,02,,,iso1:us#iso2:us-ak,343,7,437,20699,,,,,,,,,,4,0.00914570775306589,,0.46867539639686256,,0.6461160847240001,0.6852812587559999,,,,0
2020-04-28,USA,AK,,02,,,iso1:us#iso2:us-ak,349,7,447,21516,,,,,,,,,,6,0.009422367882015567,,0.4296191133637907,,0.65394666913,0.70611477451,,,,0
2020-04-29,USA,AK,,02,,,iso1:us#iso2:us-ak,353,7,453,22396,,,,,,,,,,4,0.009778487327878666,,0.3905628303307188,,0.662757881758,0.720891704602,,,,0
2020-04-30,USA,AK,,02,,,iso1:us#iso2:us-ak,353,7,456,23407,,,,,,,,,,0,0.008971072867081655,,0.35150654729764697,,0.672493079088,0.7296284005820001,,,,0
2020-05-01,USA,AK,,02,,,iso1:us#iso2:us-ak,362,7,457,24009,,,,,,,,,,9,0.007571455612341473,,0.48820353791339854,,0.68301807265,0.7323635993400001,,,,0
2020-05-02,USA,AK,,02,,,iso1:us#iso2:us-ak,363,7,459,24557,,,,,,,,,,1,0.0065046872010713595,,0.5077316794299345,,0.6939953298170001,0.7407417435329999,,,,0
2020-05-03,USA,AK,,02,,,iso1:us#iso2:us-ak,366,7,461,25159,,,,,,,,,,3,0.005743825387708213,,0.5272598209464704,,0.7055724530259999,0.7547202240140001,,,,0
2020-05-04,USA,AK,,02,,,iso1:us#iso2:us-ak,368,7,466,26361,,,,,,,,,,2,0.0050957652433667195,,0.48820353791339854,,0.7174360082089999,0.7628425160010002,,,,0
2020-05-05,USA,AK,,02,,,iso1:us#iso2:us-ak,369,7,466,27621,,,,,,,,,,1,0.003590664272890485,,0.3905628303307188,,0.729597238716,0.7708788765340001,,,,0
2020-05-06,USA,AK,,02,,,iso1:us#iso2:us-ak,370,8,473,28664,,,,,,,,,,1,0.0031806615776081423,,0.331978405781111,,0.7420604692470001,0.7730545544730001,,,,0
2020-05-07,USA,AK,,02,,,iso1:us#iso2:us-ak,373,8,475,29563,,,,,,,,,,3,0.0030769230769230774,,0.3905628303307188,,0.755238527461,0.775023879439,,,,0
2020-05-08,USA,AK,,02,,,iso1:us#iso2:us-ak,376,8,478,30636,,,,,,,,,,3,0.0031588447653429605,,0.27339398123150316,,0.769149638448,0.7825550929919999,,,,0
2020-05-09,USA,AK,,02,,,iso1:us#iso2:us-ak,377,8,479,31473,,,,,,,,,,1,0.0028835063437139563,,0.27339398123150316,,0.7838740905930001,0.7898515151669999,,,,0
2020-05-10,USA,AK,,02,,,iso1:us#iso2:us-ak,378,8,480,32019,,,,,,,,,,1,0.0027620293647332463,,0.23433769819843128,,0.8007279746449999,0.8023067259950002,,,,0
2020-05-11,USA,AK,,02,,,iso1:us#iso2:us-ak,380,8,481,33191,140,,,,,,,,,2,0.002191380569758948,,0.23433769819843128,16.333333333333332,0.819312873409,0.796941727841,,,,0
2020-05-12,USA,AK,,02,,,iso1:us#iso2:us-ak,383,8,482,34202,140,,,,,,,,,3,0.0019714892326357296,,0.27339398123150316,14.0,0.840343183566,0.808191308304,,,,0
2020-05-13,USA,AK,,02,,,iso1:us#iso2:us-ak,383,8,490,35594,140,,,,,,,,,0,0.002447099467395998,,0.25386583971496723,15.076923076923075,0.864193044803,0.807079949097,,,,0
2020-05-14,USA,AK,,02,,,iso1:us#iso2:us-ak,387,8,494,37000,140,,,,,,,,,4,0.0025482832618025754,,0.27339398123150316,14.0,0.891541175855,0.8107322290650001,,,,0
2020-05-15,USA,AK,,02,,,iso1:us#iso2:us-ak,388,8,497,38008,140,,,,,,,,,1,0.0025706940874035992,,0.23433769819843128,16.333333333333332,0.922493799349,0.8017969763109999,,,,0
2020-05-16,USA,AK,,02,,,iso1:us#iso2:us-ak,392,8,507,39002,140,,,,,,,,,4,0.0037051740108508665,,0.29292212274803914,13.066666666666668,0.956528297252,0.791972063048,,,,0
2020-05-17,USA,AK,,02,,,iso1:us#iso2:us-ak,396,8,510,39854,140,,,,,,,,,4,0.0038143674507310874,,0.35150654729764697,10.88888888888889,0.993470020204,0.7813079062059997,,,,0
2020-05-18,USA,AK,,02,,,iso1:us#iso2:us-ak,399,8,511,42055,140,,,,,,,,,3,0.003373060490218125,,0.3710346888141829,10.315789473684209,1.03322335411,0.7640586044900002,,,,0
2020-05-19,USA,AK,,02,,,iso1:us#iso2:us-ak,399,8,521,44230,145,,,,,,,,,0,0.003874043905830932,,0.31245026426457506,12.687500000000002,1.07516455667,0.7692717302799998,,,,0
2020-05-20,USA,AK,,02,,,iso1:us#iso2:us-ak,402,8,523,46485,145,,,,,,,,,3,0.003020871475649945,,0.3710346888141829,10.684210526315788,1.11874279434,0.7566917766500001,,,,0
2020-05-21,USA,AK,,02,,,iso1:us#iso2:us-ak,402,8,524,48026,145,,,,,,,,,0,0.0027134587554269174,,0.29292212274803914,13.533333333333335,1.16272613955,0.7382213758599998,,,,0
2020-05-22,USA,AK,,02,,,iso1:us#iso2:us-ak,404,8,529,49355,145,,,,,,,,,2,0.0028121979084278054,,0.31245026426457506,12.687500000000002,1.20597227291,0.7546048059499999,,,,0
2020-05-23,USA,AK,,02,,,iso1:us#iso2:us-ak,409,8,530,50148,145,,,,,,,,,5,0.0020592711970633002,,0.331978405781111,11.941176470588236,1.2475413713899999,0.7310578354699999,,,,0
2020-05-24,USA,AK,,02,,,iso1:us#iso2:us-ak,409,8,530,50937,145,,,,,,,,,0,0.001981089599279604,,0.25386583971496723,15.615384615384615,1.2856104259,0.7200682460400001,,,,0
2020-05-25,USA,AK,,02,,,iso1:us#iso2:us-ak,412,8,535,51765,145,,,,,,,,,3,0.002465584549003493,,0.25386583971496723,15.615384615384615,1.31893422001,0.7046749925899998,,,,0
2020-05-26,USA,AK,,02,,,iso1:us#iso2:us-ak,416,8,546,53603,145,,,,,,,,,4,0.002660140455416046,,0.331978405781111,11.941176470588236,1.3461113256000001,0.6852826325999997,,,,0
2020-05-27,USA,AK,,02,,,iso1:us#iso2:us-ak,417,8,553,55611,145,,,,,,,,,1,0.00327653997378768,,0.29292212274803914,13.533333333333335,1.3666186624599999,0.6504951609100005,,,,0
2020-05-28,USA,AK,,02,,,iso1:us#iso2:us-ak,430,8,559,57171,145,,,,,,,,,13,0.0038126361655773425,,0.5467879624630063,7.25,1.3797865854299998,0.6062793901300001,,,,0
2020-05-29,USA,AK,,02,,,iso1:us#iso2:us-ak,436,8,583,58878,145,,,,,,,,,6,0.005638508927639136,,0.6249005285291501,6.343750000000001,1.38524232224,0.5642899357300002,,,,0
2020-05-30,USA,AK,,02,,,iso1:us#iso2:us-ak,441,8,590,60224,145,,,,,,,,,5,0.005919494869771113,,0.6249005285291501,6.343750000000001,1.3832954922299998,0.53598442368,,,,0
2020-05-31,USA,AK,,02,,,iso1:us#iso2:us-ak,469,8,608,61427,145,,,,,,,,,28,0.007192882831724399,,1.1716884909921566,3.3833333333333337,1.3741758877899999,0.49242900519,,,,2
2020-06-01,USA,AK,,02,,,iso1:us#iso2:us-ak,476,8,633,63457,145,,,,,,,,,7,0.008312128922815945,,1.2498010570583002,3.1718750000000004,1.35796920782,0.4624664545599999,,,,2
2020-06-02,USA,AK,,02,,,iso1:us#iso2:us-ak,497,8,652,65343,125,,,,,,,,,21,0.008948168158028026,,1.5817794628394113,2.160493827160494,1.3363252726600001,0.4340735042999997,,,,2
2020-06-03,USA,AK,,02,,,iso1:us#iso2:us-ak,516,8,669,67206,125,,,,,,,,,19,0.009905217317052345,,1.9332860101370581,1.7676767676767677,1.31041634859,0.40691175029999993,,,,2
2020-06-04,USA,AK,,02,,,iso1:us#iso2:us-ak,542,8,680,69364,130,,,,,,,,,26,0.009826214065291538,,2.1871518498520253,1.625,1.28107636111,0.3922874643600003,,,,2
2020-06-05,USA,AK,,02,,,iso1:us#iso2:us-ak,565,8,690,71128,130,,,,,,,,,23,0.008659059642308004,,2.519130255633136,1.4108527131782946,1.2501598549500001,0.37234477747999994,,,,2
2020-06-06,USA,AK,,02,,,iso1:us#iso2:us-ak,579,8,694,71998,130,,,,,,,,,14,0.008755682774877926,,2.69488352928196,1.3188405797101448,1.2187034378000001,0.35255794947999974,,,,2
2020-06-07,USA,AK,,02,,,iso1:us#iso2:us-ak,588,8,697,72645,130,,,,,,,,,9,0.007871230211373485,,2.323848840467777,1.5294117647058822,1.18797165274,0.3383354408999999,,,,2
2020-06-08,USA,AK,,02,,,iso1:us#iso2:us-ak,607,8,711,74213,130,,,,,,,,,19,0.007199556950341517,,2.5581865386662086,1.3893129770992365,1.15918385989,0.3408722581800001,,,,2
2020-06-09,USA,AK,,02,,,iso1:us#iso2:us-ak,620,9,730,75796,130,,,,,,,,,13,0.007406704016712563,,2.401961406533921,1.4796747967479673,1.13364063551,0.3366989465300001,,,,2
2020-06-10,USA,AK,,02,,,iso1:us#iso2:us-ak,642,9,773,77994,130,,,,,,,,,22,0.00954829232464194,,2.4605458310835284,1.4444444444444444,1.11251391692,0.32547719678999987,,,,2
2020-06-11,USA,AK,,02,,,iso1:us#iso2:us-ak,666,9,807,80738,127,,,,,,,,,24,0.011042518041909399,,2.421489548050457,1.4338709677419352,1.09620346486,0.33018561872999985,,,,2
2020-06-12,USA,AK,,02,,,iso1:us#iso2:us-ak,688,10,874,83447,127,,,,,,,,,22,0.01471646804766856,,2.401961406533921,1.4455284552845529,1.0850111966299998,0.32186954289000047,,,,2
2020-06-13,USA,AK,,02,,,iso1:us#iso2:us-ak,722,10,894,85326,127,,,,,,,,,34,0.01478415138971023,,2.7925242368646392,1.2433566433566434,1.07883186626,0.31210635652999974,,,,2
2020-06-14,USA,AK,,02,,,iso1:us#iso2:us-ak,734,10,910,86952,127,,,,,,,,,12,0.014669421487603305,,2.8511086614142473,1.2178082191780821,1.0772162325599999,0.31257274980000016,,,,2
2020-06-15,USA,AK,,02,,,iso1:us#iso2:us-ak,738,10,959,90412,127,,,,,,,,,4,0.015078737763725905,,2.5581865386662086,1.3572519083969463,1.07966401616,0.31186613553999987,,,,2
2020-06-16,USA,AK,,02,,,iso1:us#iso2:us-ak,751,10,989,94465,127,,,,,,,,,13,0.013683431952662722,,2.5581865386662086,1.3572519083969463,1.08580281415,0.32164102258999994,,,,2
2020-06-17,USA,AK,,02,,,iso1:us#iso2:us-ak,776,10,1032,97782,127,,,,,,,,,25,0.012919638848705542,,2.6167709632158163,1.326865671641791,1.0949408843700001,0.31900308893999996,,,,2
2020-06-18,USA,AK,,02,,,iso1:us#iso2:us-ak,795,10,1093,100707,131,,,,,,,,,19,0.014119970377684522,,2.519130255633136,1.4217054263565891,1.10673540885,0.315598303,,,,1
2020-06-19,USA,AK,,02,,,iso1:us#iso2:us-ak,821,10,1125,103608,131,,,,,,,,,26,0.012296688222614148,,2.5972428216992802,1.3789473684210527,1.12042452201,0.31742009911000024,,,,1
2020-06-20,USA,AK,,02,,,iso1:us#iso2:us-ak,845,10,1142,105961,131,,,,,,,,,24,0.011875688358952259,,2.401961406533921,1.4910569105691056,1.1352856173299999,0.3073565677200001,,,,1
2020-06-21,USA,AK,,02,,,iso1:us#iso2:us-ak,859,10,1159,108345,131,,,,,,,,,14,0.011505406154699195,,2.441017689566993,1.4671999999999998,1.1505374367799999,0.3087272493800002,,,,1
2020-06-22,USA,AK,,02,,,iso1:us#iso2:us-ak,869,10,1219,112152,131,,,,,,,,,10,0.011818181818181818,,2.5581865386662086,1.4,1.1653078667799999,0.30446339351000007,,,,1
2020-06-23,USA,AK,,02,,,iso1:us#iso2:us-ak,905,10,1246,115839,139,,,,,,,,,36,0.01188109657436087,,3.007333793546535,1.2636363636363637,1.17916840387,0.3004622011,,,,1
2020-06-24,USA,AK,,02,,,iso1:us#iso2:us-ak,926,10,1290,119773,139,,,,,,,,,21,0.011596026787720797,,2.929221227480391,1.2973333333333334,1.19170216324,0.30261751912,,,,1
2020-06-25,USA,AK,,02,,,iso1:us#iso2:us-ak,971,10,1339,123527,139,,,,,,,,,45,0.010665048122778116,,3.4369529069103257,1.1056818181818182,1.20265762299,0.29945495030000013,,,,2
2020-06-26,USA,AK,,02,,,iso1:us#iso2:us-ak,1001,12,1398,127529,139,,,,,,,,,30,0.011283789369265107,,3.5150654729764694,1.081111111111111,1.21198450255,0.28521550670999996,,,,2
2020-06-27,USA,AK,,02,,,iso1:us#iso2:us-ak,1027,12,1418,129647,139,,,,,,,,,26,0.011518237208914114,,3.5541217560095415,1.0692307692307692,1.21918707262,0.2715892984400001,,,,2
2020-06-28,USA,AK,,02,,,iso1:us#iso2:us-ak,1060,12,1458,132086,139,,,,,,,,,33,0.012437603993344426,,3.9251564448237244,0.9681592039800995,1.22473324741,0.2526677476100001,,,,2
2020-06-29,USA,AK,,02,,,iso1:us#iso2:us-ak,1085,12,1552,136999,139,,,,,,,,,25,0.013224781572676729,,4.218078567571763,0.900925925925926,1.22847395597,0.24581439537000005,,,,2
2020-06-30,USA,AK,,02,,,iso1:us#iso2:us-ak,1132,12,1621,141399,139,,,,,,,,,47,0.014459224985540774,,4.432888124253659,0.8572687224669602,1.23093386157,0.2335572764099998,,,,2
2020-07-01,USA,AK,,02,,,iso1:us#iso2:us-ak,1174,12,1703,146794,139,,,,,,,,,42,0.015054312167383538,,4.842979096100914,0.7846774193548386,1.2324244969299998,0.22735346436000037,,,,2
2020-07-02,USA,AK,,02,,,iso1:us#iso2:us-ak,1224,12,1787,150209,139,,,,,,,,,50,0.016513085145595283,,4.940619803683593,0.7691699604743083,1.2330732863,0.22139267230000015,,,,2
2020-07-03,USA,AK,,02,,,iso1:us#iso2:us-ak,1284,13,1832,154019,139,,,,,,,,,60,0.01611944733323429,,5.526464049179672,0.6876325088339221,1.23310311293,0.22138406209999983,,,,2
2020-07-04,USA,AK,,02,,,iso1:us#iso2:us-ak,1339,14,1850,156325,139,,,,,,,,,55,0.015935079306528956,,6.092780153159214,0.6237179487179488,1.23273429293,0.21571702857000008,,,,2
2020-07-05,USA,AK,,02,,,iso1:us#iso2:us-ak,1371,14,1859,157410,139,,,,,,,,,32,0.015587949465500486,,6.073252011642678,0.6257234726688102,1.2325466209,0.20422419943000003,,,,2
2020-07-06,USA,AK,,02,,,iso1:us#iso2:us-ak,1401,14,1936,160401,139,,,,,,,,,30,0.016143950222820145,,6.170892719225358,0.6158227848101265,1.23238710632,0.20427024732,,,,2
2020-07-07,USA,AK,,02,,,iso1:us#iso2:us-ak,1423,15,2018,164712,143,,,,,,,,,22,0.01674398987768874,,5.682689181311959,0.6879725085910654,1.23216940873,0.2043330912000001,,,,2
2020-07-08,USA,AK,,02,,,iso1:us#iso2:us-ak,1472,15,2111,171731,150,,,,,,,,,49,0.016097849674492008,,5.81938617192771,0.7046979865771813,1.23205420766,0.19859284419999979,,,,2
2020-07-09,USA,AK,,02,,,iso1:us#iso2:us-ak,1521,15,2273,176914,150,,,,,,,,,49,0.017873561104777315,,5.799858030411175,0.707070707070707,1.23204730645,0.1928213337200002,,,,2
2020-07-10,USA,AK,,02,,,iso1:us#iso2:us-ak,1579,15,2412,182017,150,,,,,,,,,58,0.02029533207362307,,5.760801747378103,0.711864406779661,1.23221112162,0.19277404434000012,,,,2
2020-07-11,USA,AK,,02,,,iso1:us#iso2:us-ak,1656,15,2520,186200,150,,,,,,,,,77,0.02193485022098543,,6.190420860741893,0.6624605678233438,1.2324919731100001,0.19269296949999992,,,,2
2020-07-12,USA,AK,,02,,,iso1:us#iso2:us-ak,1772,15,2570,189421,150,,,,,,,,,116,0.02172850070289102,,7.830784748130912,0.5236907730673317,1.23247820487,0.19269694405999993,,,,2
2020-07-13,USA,AK,,02,,,iso1:us#iso2:us-ak,1843,15,2656,193576,150,,,,,,,,,71,0.021242071101932436,,8.631438550308886,0.4751131221719457,1.2318535128599999,0.18133027172000005,,,,2
2020-07-14,USA,AK,,02,,,iso1:us#iso2:us-ak,1897,15,2747,198316,150,,,,,,,,,54,0.021233215856464628,,9.256339078838035,0.44303797468354433,1.2304414834000001,0.17019088412999972,,,,2
2020-07-15,USA,AK,,02,,,iso1:us#iso2:us-ak,1958,15,2833,203523,150,,,,,,,,,61,0.022205819031801688,,9.490676777036468,0.43209876543209874,1.22794331656,0.16513854008999984,,,,2
2020-07-16,USA,AK,,02,,,iso1:us#iso2:us-ak,2034,15,2938,208004,150,,,,,,,,,76,0.020941584002519286,,10.017936597982938,0.4093567251461988,1.22405712987,0.16626038555,,,,2
